Customer_ID,Name,Age,Occupation,Monthly_Income,Gold_Weight_g,Gold_Purity,Market_Value_INR,LTV_Ratio,Loan_Amount_INR,Tenure_Months,Past_Defaults,Default_Status
CUST-3147,Turvi Devan,66,Daily Wage,75754,184.64,22,1437607.04,83.43784263,1199508.3,12,3,1
CUST-3148,Teerth Setty,65,Farmer,96411,79.52,20,563041.36,85.92193819,483776.05,6,3,1
CUST-3149,Vincent Chokshi,32,Salaried,54337,52.56,24,446760,86.22272622,385208.65,24,3,1
CUST-3150,Nisha Narain,26,Daily Wage,89261,160.81,20,1138615.2,81.22726192,924865.95,12,1,0
CUST-3151,Aishani Peri,30,Salaried,20443,119.33,22,929103.38,65.69492539,610373.77,9,0,0
CUST-3152,Waida Deol,56,Farmer,115471,176.18,22,1371737.48,70.61115371,968599.66,6,3,1
CUST-3153,Manbir Magar,46,Daily Wage,49900,113.56,24,965260,84.10950646,811875.42,9,2,1
CUST-3154,Chameli Wable,31,Professional,83401,78.35,22,610033.1,76.74940754,468196.79,9,2,0
CUST-3155,Chanakya Shenoy,41,Farmer,140710,190.25,24,1617125,65.07063983,1052273.58,6,1,0
CUST-3156,Varenya Wadhwa,35,Salaried,51185,147.16,18,938145,89.25706111,837360.66,12,2,1
CUST-3157,Qushi Devi,56,Professional,58185,145.93,18,930303.75,78.76917942,732792.63,9,3,1
CUST-3158,Zarna Sandal,58,Small Business,77142,34.33,22,267293.38,85.45786286,228423.21,9,0,0
CUST-3159,Rachit Ramakrishnan,46,Daily Wage,60813,107.11,20,758392.35,89.60555886,679561.7,6,2,1
CUST-3160,Bhavika Reddy,47,Salaried,97609,141.96,22,1105300.56,89.94665868,994180.92,3,2,1
CUST-3161,Agastya Deshmukh,35,Professional,114506,19.57,18,124758.75,70.64390535,88134.45,3,3,1
CUST-3162,Omisha Kumer,59,Farmer,145628,74.12,20,524806.66,86.9908774,456533.92,12,0,0
CUST-3163,Gaurav Dhaliwal,44,Salaried,127732,11.65,22,90706.9,74.02704522,67147.64,3,0,0
CUST-3164,Tristan Kara,67,Farmer,26111,181.98,18,1160122.5,78.98875994,916366.38,24,1,1
CUST-3165,Sneha Dua,45,Small Business,31024,46.92,20,332217.06,70.36905752,233778.01,6,2,1
CUST-3166,Patrick Bhat,49,Professional,102295,61.09,18,389448.75,65.47965327,255009.69,24,2,1
CUST-3167,Amaira Sidhu,49,Salaried,45332,12.45,22,96935.7,83.64552817,81082.38,24,2,1
CUST-3168,Kalpit Bora,49,Small Business,16231,157.55,24,1339175,76.81343578,1028666.33,6,1,0
CUST-3169,Jatin Sen,58,Daily Wage,54198,32.4,20,229408.2,79.73179076,182911.27,6,3,1
CUST-3170,Darika Ram,59,Farmer,111785,167.48,18,1067685,65.82778786,702833.42,9,0,0
CUST-3171,Tarak Bains,48,Farmer,69038,127.83,18,814916.25,72.52072711,590983.19,24,0,0
CUST-3172,Rachana Devan,67,Salaried,51545,31.78,24,270130,81.52451891,220222.18,12,3,1
CUST-3173,Om Deshpande,39,Daily Wage,59431,141.2,20,999766.6,73.33616179,733190.45,12,2,1
CUST-3174,Wriddhish Sathe,62,Farmer,39244,17.9,20,126740.95,60.23663449,76344.48,24,1,0
CUST-3175,Zarna Biswas,65,Farmer,28933,33.99,22,264646.14,89.00754698,235555.04,24,0,0
CUST-3176,Elijah Kalita,60,Farmer,125504,34.4,20,243569.2,86.26957318,210126.11,12,2,1
CUST-3177,Akshay Mane,58,Small Business,59885,191.14,18,1218517.5,73.83180153,899653.42,24,1,0
CUST-3178,Xavier Sidhu,50,Salaried,35485,98.59,20,698066.49,63.15422803,440858.5,6,1,0
CUST-3179,Maanav Behl,62,Daily Wage,115407,64.99,22,506012.14,75.36061606,381333.87,6,2,0
CUST-3180,Ethan Issac,50,Salaried,71738,192.6,20,1363704.3,77.77910146,1060676.95,9,0,0
CUST-3181,Abhimanyu Nadig,23,Salaried,47697,47.36,20,335332.48,82.21429705,275691.24,24,3,1
CUST-3182,Vaishnavi Raval,49,Salaried,76784,40.25,18,256593.75,71.32650471,183019.35,24,2,1
CUST-3183,Vivaan Sani,61,Salaried,115579,121.05,22,942495.3,84.09638184,792604.45,12,1,0
CUST-3184,Eshana Rajagopal,59,Salaried,111822,113.24,24,962540,76.66388428,737920.55,12,2,1
CUST-3185,Samesh Karnik,37,Farmer,60670,95.6,18,609450,73.9026673,450399.81,6,1,0
CUST-3186,Wishi Yohannan,37,Small Business,148411,124.54,18,793942.5,64.20011626,509712.01,12,0,0
CUST-3187,Lila Nath,59,Professional,89156,138.55,22,1078750.3,74.24910441,800962.44,6,0,0
CUST-3188,Yutika Vasa,57,Salaried,104304,110.65,18,705393.75,77.70653451,548137.04,3,2,1
CUST-3189,Warda Sunder,23,Farmer,104566,23.61,18,150513.75,67.80668673,102058.39,9,1,0
CUST-3190,Yuvraj Dhaliwal,66,Daily Wage,123136,44.78,18,285472.5,81.00114686,231236,12,2,0
CUST-3191,Girish Sehgal,51,Professional,25596,47.84,18,304980,65.92092886,201045.65,9,0,0
CUST-3192,Jackson Pillay,58,Farmer,135330,199.26,22,1551438.36,86.85713106,1347534.85,6,2,1
CUST-3193,Wriddhish Karan,43,Salaried,131744,23.74,20,168091.07,70.28069333,118135.57,6,3,1
CUST-3194,Abdul Chaudhry,46,Small Business,115394,181.68,22,1414560.48,72.64689516,1027634.27,6,0,0
CUST-3195,Dayita Sane,26,Professional,53032,179.31,18,1143101.25,77.89876182,890461.72,6,1,0
CUST-3196,Andrew Rout,42,Salaried,51535,92.14,22,717402.04,68.07476579,488369.76,12,0,0
CUST-3197,Balveer Buch,60,Professional,101277,164.72,18,1050090,78.99338423,829501.63,9,3,1
CUST-3198,Avni Tak,47,Daily Wage,99119,184.47,20,1306139.83,73.34291809,957961.07,24,2,1
CUST-3199,Vivaan Ganesh,53,Farmer,30369,158.87,24,1350395,61.15729035,825864.99,9,2,0
CUST-3200,Brinda Atwal,24,Salaried,34124,144.58,18,921697.5,81.94750751,755308.13,24,1,1
CUST-3201,Chakrika Kale,35,Professional,95635,49.34,24,419390,77.26371773,324036.31,6,3,1
CUST-3202,Yashoda Salvi,26,Salaried,126958,106.56,24,905760,62.18089807,563209.7,9,2,0
CUST-3203,Nitara Karnik,35,Farmer,112335,118.93,20,842083.86,85.11735991,716759.55,24,1,0
CUST-3204,Chakradev Sachdev,48,Small Business,89908,19.26,18,122782.5,83.78483135,102873.11,24,0,0
CUST-3205,Inaya Bassi,68,Farmer,142193,142.1,18,905887.5,78.00622665,706648.66,12,0,0
CUST-3206,Aadhya Lanka,56,Farmer,28656,35.68,20,252632.24,79.72501099,201411.08,12,1,1
CUST-3207,Gautam Kota,60,Professional,69634,165.81,18,1057038.75,80.80823953,854174.41,6,0,0
CUST-3208,Nidhi Seshadri,34,Daily Wage,118279,101.66,22,791524.76,63.64694491,503781.33,3,2,0
CUST-3209,Varsha Divan,39,Small Business,32614,181.4,24,1541900,80.01602888,1233767.15,3,0,0
CUST-3210,Shravya Kothari,25,Small Business,38886,80.53,20,570192.66,84.5687599,482204.86,6,0,0
CUST-3211,Varenya Narayanan,35,Professional,36413,86.69,20,613808.54,76.97849363,472500.57,3,1,1
CUST-3212,Shivani Suri,68,Daily Wage,28419,138.42,20,980082.81,81.71819979,800906.03,24,3,1
CUST-3213,Yug Jayaraman,56,Salaried,32982,194.83,24,1656055,77.96212935,1291095.74,6,3,1
CUST-3214,Varsha Aggarwal,34,Small Business,123030,185.28,22,1442590.08,67.96331836,980432.09,3,3,1
CUST-3215,Elijah Chanda,22,Professional,38763,26.75,24,227375,88.71813422,201722.86,6,2,1
CUST-3216,Balendra Mall,49,Farmer,38371,37.02,20,262120.11,63.30965357,165947.33,3,0,0
CUST-3217,Xavier Karan,23,Small Business,116509,45.46,18,289807.5,79.03310139,229043.86,9,3,1
CUST-3218,Yachana Raju,47,Daily Wage,24835,46.35,22,360881.1,81.97175689,295820.58,9,2,1
CUST-3219,Laksh Basak,65,Daily Wage,55197,16.13,18,102828.75,64.25176066,66069.28,9,2,1
CUST-3220,Manbir Majumdar,44,Daily Wage,130079,110.17,20,780058.68,72.53103452,565784.63,24,3,1
CUST-3221,Amrita Sharma,47,Small Business,37882,50.82,20,359831.01,70.06593185,252118.95,3,3,1
CUST-3222,Qadim Chakrabarti,23,Salaried,145459,40.65,24,345525,88.42446727,305528.64,6,2,0
CUST-3223,Rachita Vala,25,Daily Wage,58065,85.23,24,724455,60.13315126,435637.62,6,2,0
CUST-3224,Lohit Dixit,64,Daily Wage,55101,11.65,20,82487.82,70.6813624,58303.51,6,3,1
CUST-3225,Isaiah Murthy,38,Salaried,25122,99.77,20,706421.48,80.82005736,570930.25,9,1,1
CUST-3226,Oni Patla,67,Farmer,25363,22.19,18,141461.25,62.40183418,88274.41,9,0,0
CUST-3227,Warda Mitra,35,Small Business,45142,77.06,18,491257.5,60.96526904,299496.46,24,2,0
CUST-3228,Anmol Bath,45,Professional,117543,116.94,22,910494.84,73.58631372,669999.59,3,1,0
CUST-3229,Anya Deol,54,Salaried,67344,152.54,20,1080059.47,65.42010257,706576.01,9,0,0
CUST-3230,Pratyush Raja,44,Professional,38849,49.61,20,351263.6,87.11849579,306015.56,24,0,0
CUST-3231,Hemani Murthy,23,Farmer,141059,32.27,20,228487.73,77.56487658,177226.23,9,2,0
CUST-3232,Advaith Dasgupta,21,Farmer,77395,115.34,20,816664.87,75.04111552,612834.43,24,1,0
CUST-3233,Mohammed Singh,39,Small Business,112342,8.79,18,56036.25,75.10042672,42083.46,24,0,0
CUST-3234,Gunbir Sangha,47,Small Business,115587,174.18,24,1480530,68.98607071,1021359.47,6,1,0
CUST-3235,Ekbal Gour,24,Daily Wage,42676,35.32,18,225165,67.3373177,151620.07,3,0,0
CUST-3236,Janya Peri,44,Daily Wage,23798,50.39,22,392336.54,85.87628026,336924.03,12,3,1
CUST-3237,Kritika Ravi,65,Salaried,64822,93.46,24,794410,69.83864802,554805.2,12,2,1
CUST-3238,Brinda Srivastava,58,Salaried,60655,71.03,22,553039.58,75.04748516,415042.3,9,2,1
CUST-3239,Rushil Merchant,24,Daily Wage,15946,11,20,77885.5,64.47388917,50215.81,24,2,1
CUST-3240,Geetika Nori,39,Farmer,141570,112.58,24,956930,80.00717685,765612.68,3,2,1
CUST-3241,Ayush Bhalla,46,Farmer,43203,126.38,18,805672.5,67.39392289,542974.3,3,1,0
CUST-3242,Neel Dass,52,Professional,103780,170.55,22,1327902.3,85.29516411,1132636.45,12,3,1
CUST-3243,Keya Tank,45,Farmer,146834,44.87,20,317702.03,61.77236403,196252.05,9,0,0
CUST-3244,Sara Agate,64,Small Business,123060,167.72,20,1187541.46,61.68524368,732537.84,6,0,0
CUST-3245,Frederick Morar,22,Small Business,147958,111.74,18,712342.5,72.5349867,516697.54,6,3,1
CUST-3246,Faras Jha,68,Small Business,111799,161.56,20,1143925.58,85.69073077,980238.19,12,1,0
CUST-3247,Omkaar Mandal,41,Daily Wage,26044,20.19,18,128711.25,88.56823588,113997.28,6,2,1
CUST-3248,Laban Roy,36,Small Business,19583,185.89,18,1185048.75,82.11024566,973046.44,3,1,0
CUST-3249,Arin Shere,35,Farmer,95160,56.91,20,402951.26,64.472401,259792.35,9,2,1
CUST-3250,Upasna Goswami,49,Daily Wage,95800,127.67,22,994038.62,84.89291757,843868.39,6,2,1
CUST-3251,Indira Bhargava,46,Small Business,87863,10.39,22,80896.54,84.22931138,68138.6,12,2,1
CUST-3252,Amruta Ghose,66,Daily Wage,149962,41.06,24,349010,83.40550879,291093.57,9,0,0
CUST-3253,Turvi Rana,63,Salaried,142105,101.5,20,718670.75,72.19850425,518869.53,6,0,0
CUST-3254,Dayamai Joshi,24,Daily Wage,49509,67.14,24,570690,74.4902416,425108.36,6,3,1
CUST-3255,Ijaya Rastogi,58,Daily Wage,26565,97.8,24,831300,81.10461492,674222.66,6,0,0
CUST-3256,Yochana Kata,46,Daily Wage,73832,123.82,20,876707.51,80.07513755,702024.74,9,3,1
CUST-3257,Nimrat Walla,51,Farmer,136928,62.7,20,443947.35,73.85429377,327874.18,24,2,0
CUST-3258,Qushi Setty,36,Daily Wage,142814,140.26,24,1192210,75.07782824,895085.38,24,3,1
CUST-3259,Indrajit Seshadri,25,Daily Wage,115498,75.54,18,481567.5,65.83165206,317023.84,12,2,0
CUST-3260,Pavani Mangat,69,Salaried,113135,174.67,18,1113521.25,68.8269752,766402.99,3,3,1
CUST-3261,Osha Narasimhan,31,Daily Wage,87209,33.5,24,284750,88.85912542,253026.36,24,0,0
CUST-3262,Vinaya Kale,44,Professional,64766,147.76,20,1046214.68,61.65687036,645063.23,3,0,0
CUST-3263,Manthan Bobal,49,Farmer,85351,41.49,24,352665,64.0636372,225930.03,6,2,1
CUST-3264,Advay Sha,26,Small Business,121550,186.57,18,1189383.75,86.27141051,1026098.14,9,3,1
CUST-3265,Lucky Bala,26,Salaried,128929,106.77,24,907545,65.74832736,596695.66,6,1,0
CUST-3266,Naksh Ramachandran,31,Small Business,49822,194.1,20,1374325.05,70.93193422,974835.34,9,2,1
CUST-3267,Neelima Manda,36,Daily Wage,110803,83.41,20,590584.51,77.10108816,455347.08,3,1,0
CUST-3268,Unnati Tella,55,Small Business,78965,37.36,18,238170,69.16607258,164732.84,6,2,0
CUST-3269,Abeer Dasgupta,48,Professional,20711,35.67,24,303195,75.48596771,228869.68,24,1,0
CUST-3270,Owen Dyal,46,Small Business,90909,155.72,20,1102575.46,88.63300546,977245.77,3,2,1
CUST-3271,Jeet Kamdar,28,Salaried,128262,92.67,20,656149.93,71.25140306,467516.03,9,3,1
CUST-3272,Turvi Chaudhry,51,Farmer,85715,69.92,24,594320,89.3415034,530974.42,6,3,1
CUST-3273,Abdul Bawa,23,Daily Wage,86454,178.1,22,1386686.6,72.08262502,999560.1,9,3,1
CUST-3274,Akshay Sarin,45,Small Business,73677,164.36,22,1279706.96,73.39956039,939299.28,24,1,0
CUST-3275,Dalaja Mangal,59,Salaried,124786,180.9,22,1408487.4,85.50536424,1204332.28,3,2,1
CUST-3276,Manan Batra,38,Daily Wage,103470,34.52,18,220065,78.79800305,173406.83,3,0,0
CUST-3277,Gauri Dass,66,Professional,141088,9.31,22,72487.66,71.8781422,52102.78,24,3,1
CUST-3278,Gabriel Buch,55,Salaried,69105,78.82,18,502477.5,65.13791752,327303.38,3,3,1
CUST-3279,Vanya Vohra,26,Small Business,62614,96.42,22,750726.12,71.55298075,537166.92,9,3,1
CUST-3280,Lopa Pathak,37,Professional,120388,25.32,20,179278.26,63.37625565,113619.85,12,2,0
CUST-3281,Zarna Koshy,54,Salaried,97526,185.11,18,1180076.25,65.33758851,771033.36,24,0,0
CUST-3282,Chandran Chauhan,56,Small Business,146149,44.4,18,283050,82.60518899,233813.99,3,0,0
CUST-3283,Banjeet Vohra,68,Daily Wage,66129,79.97,20,566227.58,84.13289088,476383.63,9,1,0
CUST-3284,Charan Dey,60,Daily Wage,21904,147.39,24,1252815,78.9545062,989153.9,3,0,0
CUST-3285,Utkarsh Vyas,58,Professional,47902,181.56,20,1285535.58,67.5155311,867936.17,6,0,0
CUST-3286,Noah Parsa,56,Farmer,100236,34.35,24,291975,61.50843398,179589.25,9,3,1
CUST-3287,Abhiram Sandal,57,Small Business,127448,189.43,20,1341259.11,76.45458201,1025454.05,12,3,1
CUST-3288,Orinder Sem,50,Salaried,146400,38.47,18,245246.25,69.69543194,170925.43,9,1,0
CUST-3289,Nikita Chopra,42,Salaried,91821,159.71,20,1130826.66,69.7770333,789057.3,3,2,0
CUST-3290,Thomas Krishnan,24,Small Business,110213,46.52,22,362204.72,80.89842918,293017.93,3,3,1
CUST-3291,Warjas Varghese,62,Daily Wage,88431,67.44,22,525087.84,86.22963829,452781.35,9,0,0
CUST-3292,Raagini Divan,43,Farmer,72053,159.73,24,1357705,81.79781266,1110572.99,24,1,0
CUST-3293,Aradhana Gara,50,Salaried,80499,90,24,765000,85.86731069,656884.93,12,0,0
CUST-3294,Kai Verma,34,Farmer,18452,154.75,20,1095707.38,63.10651947,691462.79,3,1,0
CUST-3295,Divya Edwin,46,Farmer,52396,49.9,24,424150,78.67345267,333693.45,3,1,1
CUST-3296,Ekantika Kar,32,Salaried,147308,174.68,20,1236821.74,61.602955,761918.74,3,1,0
CUST-3297,Banjeet Ramaswamy,68,Farmer,120937,98.11,22,763884.46,71.05289961,542762.06,6,3,1
CUST-3298,Upma Hayer,52,Daily Wage,38259,175.85,22,1369168.1,82.29102516,1126702.47,24,2,1
CUST-3299,Radha Garde,38,Small Business,121451,43.42,20,307435.31,80.31822057,246926.57,3,0,0
CUST-3300,Michael Bali,62,Farmer,16310,179.69,20,1272295.04,68.72705509,874410.91,12,3,1
CUST-3301,Rajeshri Sachar,36,Farmer,51418,51.98,24,441830,87.94603068,388571.95,12,1,0
CUST-3302,Qushi Agrawal,53,Daily Wage,78152,42.76,18,272595,67.03002634,182720.5,3,2,0
CUST-3303,Hemangini Mohanty,62,Daily Wage,46662,72.72,18,463590,63.19496888,292965.56,9,0,0
CUST-3304,Unnati Issac,64,Daily Wage,70940,137.59,22,1071275.74,87.54360584,937833.41,3,2,1
CUST-3305,Frado Kalla,64,Daily Wage,55834,196.27,24,1668295,74.96329016,1250608.82,12,0,0
CUST-3306,Vrishti Chopra,65,Small Business,137331,63.29,18,403473.75,71.79497699,289673.89,3,1,0
CUST-3307,Jeevika Sathe,60,Salaried,40921,134.87,24,1146395,65.98791719,756482.18,3,1,0
CUST-3308,Charan Wali,45,Salaried,146907,195.27,18,1244846.25,86.85152882,1081168,12,1,0
CUST-3309,Banjeet Yohannan,54,Farmer,20066,38.44,18,245055,75.05757572,183932.34,12,0,0
CUST-3310,Deepa Batta,48,Professional,118540,137.62,22,1071509.32,86.02027445,921715.26,6,1,0
CUST-3311,Dhriti Sharaf,57,Daily Wage,119179,111.91,20,792378.76,83.61915893,662580.45,12,1,0
CUST-3312,Dhruv Soman,68,Professional,51686,58.09,20,411306.24,83.04341894,341562.76,12,2,1
CUST-3313,Jeevika Nazareth,59,Small Business,124730,51.61,18,329013.75,84.02364722,276449.35,24,2,1
CUST-3314,Tanish Loyal,26,Farmer,84469,34.6,20,244985.3,62.35864427,152769.51,3,0,0
CUST-3315,Riya Sibal,42,Small Business,17323,170.48,24,1449080,72.17854563,1045924.87,24,1,0
CUST-3316,Krisha Baria,26,Farmer,77828,171.77,20,1216217.48,62.21572901,756678.57,24,2,1
CUST-3317,Robert Pal,22,Salaried,87780,165.63,22,1289595.18,64.70006779,834368.96,3,0,0
CUST-3318,Charan Vohra,67,Daily Wage,135291,171.77,18,1095033.75,63.68772529,697402.09,9,1,0
CUST-3319,Diya Thakur,54,Small Business,111513,140.81,18,897663.75,87.55168643,785919.75,3,3,1
CUST-3320,Michael Dalal,61,Salaried,57483,141.92,20,1004864.56,89.88543345,903226.87,9,3,1
CUST-3321,Libni Mital,67,Farmer,96610,143.24,18,913155,86.52465406,790104.2,9,1,0
CUST-3322,Mekhala Sarna,26,Professional,65286,113.34,18,722542.5,79.93488838,577563.54,24,0,0
CUST-3323,Amrita Parsa,50,Professional,82028,158.71,20,1123746.16,75.98789562,853911.06,24,3,1
CUST-3324,Devika Choudhary,54,Small Business,121380,190.28,20,1347277.54,76.8079829,1034816.7,12,2,1
CUST-3325,Karan Mane,48,Small Business,71574,56.5,20,400048.25,85.20128166,340846.24,12,2,1
CUST-3326,Warhi Prabhakar,53,Salaried,82511,148.88,24,1265480,78.85565332,997902.52,24,2,1
CUST-3327,Nitara Sampath,68,Daily Wage,148732,66.89,22,520805.54,88.11092869,458886.6,6,2,0
CUST-3328,Nihal Savant,33,Farmer,95165,59.14,22,460464.04,85.16890163,392172.17,9,1,0
CUST-3329,Yashvi Madan,46,Small Business,116620,99.85,24,848725,76.84606836,652211.79,24,1,0
CUST-3330,Jatin Nazareth,48,Small Business,147912,162.79,20,1152634.59,89.58453425,1032582.33,9,3,1
CUST-3331,Shravya Anand,48,Daily Wage,125945,33.72,20,238754.46,79.73564002,190372.4,9,2,1
CUST-3332,William Yohannan,29,Daily Wage,127675,121.33,24,1031305,72.37183421,746374.34,6,3,1
CUST-3333,Vaishnavi Vig,47,Salaried,69017,172.06,22,1339659.16,66.98329846,897347.89,12,3,1
CUST-3334,Avi Chaudhry,22,Small Business,25672,135.79,18,865661.25,67.52679559,584553.3,24,3,1
CUST-3335,Aadi Bahri,59,Small Business,64108,134.47,24,1142995,77.63688223,887385.68,24,3,1
CUST-3336,Udyati Manda,37,Small Business,28027,52.86,18,336982.5,63.08852835,212597.3,6,1,0
CUST-3337,Rohan Shetty,34,Daily Wage,48591,178.87,22,1392681.82,77.87681225,1084576.21,6,2,0
CUST-3338,Ayaan Vohra,46,Professional,55321,154.31,20,1092591.95,68.31780411,746434.83,6,2,1
CUST-3339,Ridhi Madan,31,Small Business,49947,58.81,22,457894.66,61.91368708,283499.47,9,1,0
CUST-3340,Jairaj Deshpande,34,Salaried,95716,113.11,22,880674.46,66.75826066,587922.95,24,3,1
CUST-3341,Aarush Seth,65,Daily Wage,36709,108.93,22,848128.98,83.1082972,704865.55,3,0,0
CUST-3342,Ekiya Yadav,66,Professional,45029,48,18,306000,62.17024115,190240.94,6,0,0
CUST-3343,Anjali Dash,59,Small Business,25463,46.82,24,397970,66.4994833,264647.99,6,3,1
CUST-3344,Ekalinga Shankar,44,Small Business,58289,85.11,22,662666.46,72.32827152,479295.2,3,3,1
CUST-3345,Suhani Andra,50,Small Business,72676,13.48,18,85935,74.50398761,64025,3,1,0
CUST-3346,Riya Patla,66,Daily Wage,72377,62.91,22,489817.26,72.62917777,355750.25,9,1,0
CUST-3347,Ayaan Kunda,23,Salaried,105685,98.87,22,769801.82,67.36480529,518575.5,6,0,0
CUST-3348,Manan Sampath,51,Salaried,54433,89.02,18,567502.5,85.2767937,483947.94,24,0,0
CUST-3349,Bahadurjit Setty,44,Farmer,145492,197.09,20,1395495.74,85.34216221,1190946.24,24,3,1
CUST-3350,Jacob Vaidya,34,Daily Wage,61784,171.57,20,1214801.39,71.84503077,872774.43,6,0,0
CUST-3351,Ladli Dubey,56,Professional,120629,35.15,24,298775,86.94646564,259774.3,3,3,1
CUST-3352,Guneet Narula,40,Small Business,38372,182.86,20,1294740.23,78.24801526,1013108.53,3,2,1
CUST-3353,Nihal Badal,25,Small Business,124558,176.47,18,1124996.25,79.19624851,890954.83,12,1,0
CUST-3354,Zayan Shah,53,Salaried,44348,34.25,22,266670.5,81.15326154,216411.81,24,3,1
CUST-3355,Aashi Kohli,26,Farmer,138720,48.87,22,380501.82,73.00173873,277772.94,6,2,0
CUST-3356,Yatan Iyengar,67,Salaried,117077,69.78,22,543307.08,74.475222,404629.15,12,1,0
CUST-3357,Watika Roy,44,Professional,145474,24.47,22,190523.42,66.59831778,126885.39,12,1,0
CUST-3358,Tanvi Nair,51,Small Business,107943,180.03,22,1401713.58,76.85660114,1077309.42,24,0,0
CUST-3359,Qabil Narayan,42,Professional,122148,129.35,24,1099475,62.23349041,684241.67,24,2,0
CUST-3360,Rajeshri Mukherjee,31,Farmer,113922,151.31,24,1286135,78.11294395,1004637.91,3,0,0
CUST-3361,Aarna Bora,70,Professional,42215,164.32,18,1047540,89.16842055,934074.87,3,0,0
CUST-3362,Kamya Sridhar,21,Farmer,51080,96.19,18,613211.25,60.14609331,368822.61,9,0,0
CUST-3363,Wridesh Chada,53,Daily Wage,147451,40.18,24,341530,67.94703471,232059.51,6,1,0
CUST-3364,Nisha Karnik,49,Daily Wage,47736,49.11,24,417435,60.83175332,253933.03,6,3,1
CUST-3365,Zarna Kara,26,Farmer,50762,8.78,20,62166.79,60.66893359,37715.93,12,2,1
CUST-3366,Faqid Kant,58,Salaried,37999,30.6,24,260100,70.40024018,183111.02,24,2,1
CUST-3367,Dhriti Kara,54,Daily Wage,48232,100.72,20,713147.96,67.51165751,481458.01,24,3,1
CUST-3368,Bhavini Atwal,56,Small Business,125088,158.64,22,1235171.04,89.15886254,1101264.45,6,1,0
CUST-3369,Ikbal Bhardwaj,23,Small Business,88594,31.9,22,248373.4,68.64638365,170499.36,6,2,0
CUST-3370,Abhiram Bumb,21,Farmer,103411,23.97,22,186630.42,78.61836381,146725.78,24,0,0
CUST-3371,Jack Thakkar,26,Professional,76636,189.37,22,1474434.82,86.85823156,1280668.01,12,0,0
CUST-3372,Hemani Kota,30,Farmer,111222,77.16,24,655860,60.20746703,394876.69,24,0,0
CUST-3373,Gayathri Arya,24,Professional,46419,53.42,24,454070,80.23913984,364341.86,12,2,1
CUST-3374,Yashodhara Tella,29,Daily Wage,20442,168.97,18,1077183.75,81.86731045,881861.36,6,1,1
CUST-3375,Oliver Grewal,49,Professional,134811,178.42,18,1137427.5,84.73617017,963812.5,3,1,0
CUST-3376,Radhika Sahota,27,Daily Wage,62027,85.56,22,666170.16,88.20717644,587609.89,6,0,0
CUST-3377,Yachana Dass,30,Farmer,45450,6.88,24,58480,74.44055577,43532.84,12,0,0
CUST-3378,Yahvi Shankar,35,Professional,126596,134.99,20,955796.69,87.96344214,840751.67,24,2,0
CUST-3379,Harsh Devan,70,Small Business,129451,183.9,20,1302103.95,79.3004354,1032574.1,12,1,0
CUST-3380,Frado Dugal,21,Professional,49035,172.95,24,1470075,87.8177807,1290987.24,3,1,0
CUST-3381,Jonathan Lall,60,Farmer,123149,123.22,22,959390.92,62.02339832,595046.85,3,1,0
CUST-3382,Darsh Agarwal,53,Daily Wage,50894,105.2,22,819087.2,82.39941954,674923.1,12,1,0
CUST-3383,Tara Khare,68,Professional,135387,28.02,24,238170,76.54360368,182303.9,3,0,0
CUST-3384,Zinal Mitra,43,Small Business,147032,10.08,20,71371.44,86.23296811,61545.71,3,2,1
CUST-3385,Patrick Magar,53,Daily Wage,29844,91.15,18,581081.25,88.17310684,512357.39,12,1,0
CUST-3386,Maanas Kalla,36,Small Business,127118,98.91,24,840735,62.37290508,524390.84,6,3,1
CUST-3387,Omaja Varghese,57,Small Business,139085,147.69,18,941523.75,85.09175292,801159.06,9,2,1
CUST-3388,Dhriti Sule,53,Professional,141087,39.49,18,251748.75,86.8558531,218658.52,3,2,1
CUST-3389,Anthony Mall,26,Small Business,136117,130.18,24,1106530,86.79927036,960459.97,3,2,1
CUST-3390,Banjeet Cherian,65,Professional,98184,142.48,22,1109349.28,78.7492954,873604.74,12,0,0
CUST-3391,Isaiah Verma,38,Farmer,135655,197.64,22,1538825.04,71.85928032,1105788.6,12,3,1
CUST-3392,Wridesh Dubey,65,Small Business,72235,144.17,18,919083.75,84.0618087,772598.42,9,0,0
CUST-3393,Logan Singh,64,Farmer,147660,91.19,20,645670.79,81.46382982,525988.15,3,3,1
CUST-3394,Atharv Sood,33,Salaried,142674,106.14,24,902190,78.66997068,709752.61,6,0,0
CUST-3395,Ubika Bahri,49,Small Business,77866,50.23,24,426955,86.56361211,369587.67,24,2,1
CUST-3396,Sachi Sen,59,Daily Wage,107398,85.78,24,729130,65.5962201,478281.72,9,1,0
CUST-3397,Reyansh Aggarwal,39,Daily Wage,60014,14.38,24,122230,61.01101764,74573.77,24,3,1
CUST-3398,Matthew Shanker,56,Small Business,46873,140.91,20,997713.26,66.17814553,660268.13,12,2,0
CUST-3399,Chavvi Bose,39,Salaried,52134,70.36,22,547822.96,79.22616947,434019.15,12,3,1
CUST-3400,Imaran Chada,51,Farmer,132291,161.94,18,1032367.5,84.76194386,875054.76,9,0,0
CUST-3401,Champak Bhatnagar,56,Farmer,121396,52.63,18,335516.25,84.15315403,282347.51,6,0,0
CUST-3402,Vinaya Goyal,47,Salaried,21408,71.58,22,557321.88,68.30391253,380672.65,3,1,0
